user;time;id;name;display
6;146.98;43;quadroSolto;Oculus Rift
6;151.81;45;lixoNoChao;Oculus Rift
6;153.94;5;piso-quebrado;Oculus Rift
6;176.34;17;carpet-stain;Oculus Rift
6;183.61;6;carpete-enrolado;Oculus Rift
7;64.81;41;tomadaRuim;Monitor
7;70.19;37;quadro-solto-prefab;Monitor
7;100.16;51;EquipsManutencao;Monitor
7;309.66;43;quadroSolto;Monitor
7;321.53;25;outlets-caida;Monitor
7;335.01;38;lixeira-escritorio;Monitor
7;386.27;2;corda;Monitor
7;401.12;52;Lampada Estragada;Monitor
8;72.17;41;tomadaRuim;Oculus Rift
8;239.83;46;buraco2;Oculus Rift
8;311.36;32;outlets-semEspelho;Oculus Rift
8;365.80;34;cadeiraCozinha;Oculus Rift
8;421.38;36;piso-umido-adm;Oculus Rift
8;427.28;9;gaveteiro-bloqueando-corredor;Oculus Rift
9;25.31;41;tomadaRuim;Oculus Rift
9;34.97;37;quadro-solto-prefab;Oculus Rift
9;156.96;45;lixoNoChao;Oculus Rift
9;161.82;43;quadroSolto;Oculus Rift
9;193.70;17;carpet-stain;Oculus Rift
10;44.08;53;extinjtor-obstruido-patio;Monitor
10;55.40;37;quadro-solto-prefab;Monitor
10;63.05;46;buraco2;Monitor
10;69.02;51;EquipsManutencao;Monitor
10;84.08;27;buraco1;Monitor
10;126.46;43;quadroSolto;Monitor
10;131.66;25;outlets-caida;Monitor
10;138.63;38;lixeira-escritorio;Monitor
10;149.50;45;lixoNoChao;Monitor
